href,section_value
https://timesofindia.indiatimes.com/business/india-business/dr-reddys-acquires-menolabs-womens-wellness-portfolio-from-amyris/articleshow/106521394.cms,Business
https://timesofindia.indiatimes.com/business/india-business/air-india-borrows-120-million-from-japans-smbc-to-buy-airbus-plane/articleshow/106144390.cms,Business
https://timesofindia.indiatimes.com/business/india-business/bse-sensex-nifty50-hit-new-highs-as-dalal-street-continues-party-into-year-end/articleshow/106144527.cms,Business
https://timesofindia.indiatimes.com/business/india-business/mahindra-logistics-announces-sale-of-entire-39-79-per-cent-stake-in-tlpl/articleshow/106144758.cms,Business
https://timesofindia.indiatimes.com/business/india-business/ril-bp-wins-1-exploration-block-as-ongc-scoops-up-7-in-latest-bid-round/articleshow/106523196.cms,Business
https://timesofindia.indiatimes.com/business/india-business/adani-hindenburg-row-supreme-court-upholds-sebis-probe-dismisses-need-for-further-investigation/articleshow/106522298.cms,Business
https://timesofindia.indiatimes.com/business/india-business/no-problem-in-paying-for-russian-oil-its-all-about-price-puri/articleshow/106522095.cms,Business
https://timesofindia.indiatimes.com/business/india-business/wipro-ex-wipro-cfo-dalal-referred-to-arbitration/articleshow/106520440.cms,Business
https://timesofindia.indiatimes.com/india/chhattisgarh-cm-swearing-in-ceremony-news-live-updates-vishnu-deo-sai-bjp-chief-minister-oath-taking/liveblog/105946861.cms,Business
https://timesofindia.indiatimes.com/india/mp-cm-swearing-in-ceremony-news-live-updates-mohan-yadav-bjp-madhya-pradesh-chief-minister-oath-taking/liveblog/105946833.cms,Business
https://timesofindia.indiatimes.com/india/rajasthan-election-results-2023-live-updates-rajasthan-assembly-elections-countng-bjp-congress-/liveblog/105685811.cms,Business
https://timesofindia.indiatimes.com/india/madhya-pradesh-election-results-2023-live-updates-mp-assembly-elections-counting-bjp-congress/liveblog/105685478.cms,Business
https://timesofindia.indiatimes.com/india/chhattisgarh-election-results-2023-live-updates-chhattisgarh-assembly-election-counting-bjp-congress/liveblog/105686771.cms,Business
https://photogallery.indiatimes.com/news/business/apple-opens-its-first-retail-store-in-india/articleshow/99578982.cms,Business
https://photogallery.indiatimes.com/news/business/indias-oldest-billionaire-keshub-mahindra-passes-away-at-99/articleshow/99451372.cms,Business
https://photogallery.indiatimes.com/news/business/fm-nirmala-sitharaman-presents-budget-2023/articleshow/97519045.cms,Business
https://photogallery.indiatimes.com/news/business/over-500-corporate-bigwigs-throng-to-watch-natasha-malpani-oswals-uunchai-celebratory-screening/articleshow/95525466.cms,Business
https://photogallery.indiatimes.com/news/business/in-pics-from-darkness-to-limelight-the-story-of-sandeep-kumar-mishra/articleshow/94933814.cms,Business
https://photogallery.indiatimes.com/news/business/in-pics-bollywood-celebrities-graced-businessman-hitesh-khushlanis-bday-party-in-dubai/articleshow/94567216.cms,Business
https://timesofindia.indiatimes.com/business/international-business/french-oyster-sales-clam-up-as-contamination-scare-spreads/articleshow/106512540.cms,Business
https://timesofindia.indiatimes.com/business/international-business/atos-says-airbus-offers-1-5-1-8-billion-euros-for-bds-unit/articleshow/106511270.cms,Business
https://timesofindia.indiatimes.com/business/india-business/defi-sensation-retik-finance-retik-surprises-one-and-all-as-presale-stage-3-sold-out-in-less-than-a-month/articleshow/106485361.cms,Business
https://timesofindia.indiatimes.com/business/international-business/china-injects-50billion-into-policy-banks/articleshow/106497684.cms,Business
https://timesofindia.indiatimes.com/business/international-business/sensex-gives-up-gains-amid-stress-in-china/articleshow/106497615.cms,Business
https://timesofindia.indiatimes.com/business/international-business/moderna-surges-after-ceo-says-sales-growth-expected-in-2025/articleshow/106492708.cms,Business
https://timesofindia.indiatimes.com/business/international-business/maersk-to-decide-on-red-sea-route-as-hapag-lloyd-extends-diversions/articleshow/106492421.cms,Business
https://www.gadgetsnow.com/slideshows/14-smartphones-from-samsung-oneplus-redmi-and-others-that-are-set-to-launch-in-january/photolist/106459422.cms,Tech
https://www.gadgetsnow.com/slideshows/so-beautiful-so-elegant-and-9-other-memes-india-searched-most-from-google-in-2023/photolist/106319552.cms,Tech
https://www.gadgetsnow.com/web-stories/10-most-popular-youtube-shorts-in-2023/photolist/106149565.cms,Tech
https://www.gadgetsnow.com/web-stories/5g-smartphones-with-in-display-fingerprint-sensor/photolist/106152745.cms,Tech
https://www.gadgetsnow.com/slideshows/9-things-to-know-about-telecom-bill-2023-and-what-it-means-for-users-national-security-ott-apps-and-more/photolist/106156319.cms,Tech
https://www.gadgetsnow.com/tech-news/government-has-a-critical-warning-for-users-against-adobe-products/articleshow/106092055.cms,Tech
https://www.gadgetsnow.com/apps/whatsapp-rolls-out-new-chat-filter-feature-heres-what-it-means-for-users/articleshow/106092054.cms,Tech
https://www.gadgetsnow.com/mobiles/itel-it5330-feature-phone-with-12-days-battery-life-launched-priced-at-rs-1499/articleshow/106094912.cms,Tech
https://www.gadgetsnow.com/tech-news/job-cuts-at-arm-chip-designer-lays-off-over-70-engineers-in-china/articleshow/106096014.cms,Tech
https://timesofindia.indiatimes.com/gadgets-news/reddit-plans-to-go-public-in-2024-once-again/articleshow/105559306.cms,Tech
https://www.gadgetsnow.com/mobiles/iphone-15-series-is-costing-apple-more-than-its-predecessor-heres-how/articleshow/104484393.cms,Tech
https://www.gadgetsnow.com/tech-news/how-the-government-regulation-led-to-over-80-fall-in-cloudtail-indias-revenue/articleshow/104328089.cms,Tech
https://www.gadgetsnow.com/web-stories/8-risks-of-downloading-animal-movie-in-full-hd-from-torrent-sites/photolist/105804633.cms,Tech
https://www.gadgetsnow.com/wearables/this-is-how-apples-new-patent-wants-to-change-vision-pros-external-display/articleshow/106521732.cms,Tech
https://www.gadgetsnow.com/how-to/how-to-enable-stolen-device-protection-feature-on-your-iphone/articleshow/106518063.cms,Tech
https://www.gadgetsnow.com/tech-news/heres-how-tim-cook-sundar-pichai-and-other-tech-ceos-shared-greetings-on-new-year/articleshow/106488850.cms,Tech
https://www.gadgetsnow.com/tech-news/change-this-one-apple-iphone-setting-to-stop-apps-from-tracking-you/articleshow/106474544.cms,Tech
https://www.gadgetsnow.com/tech-news/three-ways-microsoft-can-challenge-google-apple-in-mobile-market/articleshow/106455230.cms,Tech
https://www.gadgetsnow.com/tech-news/ai-apple-visionpro-and-more-what-to-expect-in-2024/articleshow/106431007.cms,Tech
https://www.gadgetsnow.com/mobiles/iphone-users-facing-cellular-connectivity-issues-after-installing-ios-17-2-1-update/articleshow/106427041.cms,Tech
https://www.gadgetsnow.com/tech-news/vijay-sales-announces-apple-days-sale-deals-and-discounts-available-on-iphone-macbooks-and-more/articleshow/106403954.cms,Tech
https://www.gadgetsnow.com/apps/whatsapp-users-will-soon-be-able-to-share-status-updates-to-instagram/articleshow/106125532.cms,Tech
https://www.gadgetsnow.com/tech-news/you-can-now-order-govo-earbuds-soundbar-and-more-from-swiggy-instamart/articleshow/106121468.cms,Tech
https://www.gadgetsnow.com/web-stories/isros-upcoming-missions-in-2024/photolist/106121131.cms,Tech
https://www.gadgetsnow.com/tech-news/apple-faces-legal-troubles-over-its-deal-with-visa-mastercard/articleshow/106072356.cms,Tech
https://www.gadgetsnow.com/faqs/spotify-wrapped-2023-what-is-it-new-feature-how-to-find-it-and-more-queries-answered/articleshow/105628792.cms,Tech
https://www.gadgetsnow.com/faqs/whatsapp-secret-code-feature-for-chat-lock-what-is-it-how-it-works-availability-and-more/articleshow/105637138.cms,Tech
https://www.gadgetsnow.com/faqs/whaling-attack-what-is-it-consequences-security-tips-to-stay-safe-from-whaling-attacks-and-more/articleshow/105637175.cms,Tech
https://www.gadgetsnow.com/faqs/what-is-garmins-body-battery-feature-how-does-it-work-what-are-its-benefits/articleshow/105758623.cms,Tech
https://www.gadgetsnow.com/faqs/openai-unveils-santagpt-what-is-it-availability-how-to-access-santagpt-and-more/articleshow/105762870.cms,Tech
https://www.gadgetsnow.com/faqs/what-is-the-screen-distance-feature-in-the-iphone-and-how-does-it-work/articleshow/105763324.cms,Tech
https://www.gadgetsnow.com/tech-news/former-highest-paid-executive-at-google-is-now-a-billionaire-silicon-valley-ceo/articleshow/106521340.cms,Tech
https://www.gadgetsnow.com/tech-news/google-one-limited-time-offer-get-additional-cloud-storage-space-at-a-discount/articleshow/106516200.cms,Tech
https://www.gadgetsnow.com/tech-news/google-fixes-issue-with-chrome-malware-that-allowed-to-break-into-users-accounts/articleshow/106511782.cms,Tech
https://www.gadgetsnow.com/how-to/how-to-schedule-email-in-gmail-step-by-step-guide/articleshow/106498548.cms,Tech
https://timesofindia.indiatimes.com/sports/boxing/articlelist/3413166.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/india-in-south-africa/2nd-test-india-regain-advantage-on-unreal-23-wicket-opening-day-battle-at-newlands/articleshow/106523288.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/india-in-south-africa/if-someone-went-around-the-corner-for-a-dump-and-came-back-ravi-shastris-epic-commentary-after-india-lost-six-wickets-in-11-balls/articleshow/106523178.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/india-in-south-africa/how-sizzling-siraj-ripped-apart-south-africas-batting-line-up-in-second-test/articleshow/106516825.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/india-in-south-africa/surprised-that-south-african-skipper-dean-elgar-chose-to-bat-first-gavaskar/articleshow/106522067.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/news/2022-winner-suryakumar-yadav-again-in-running-for-icc-mens-t20-cricketer-of-year/articleshow/106521336.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/india-in-south-africa/virat-kohli-back-in-top-10-of-icc-test-rankings/articleshow/106520342.cms,Sports
https://timesofindia.indiatimes.com/sports/more-sports/wrestling/junior-wrestlers-protest-at-jantar-mantar-blame-bajrang-punia-sakshi-malik-vinesh-phogat-for-career-setbacks/articleshow/106507738.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/ipl-auction-2024-full-list-of-sold-and-unsold-players-for-all-teams/articleshow/106141467.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/india-vs-south-africa-live-score-updates-2nd-test-cricket-today-ind-vs-sa-5-days-test-match-newlands-cricket-round/liveblog/106503400.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/india-in-south-africa/having-overrated-cricketers-kris-srikkanth-feels-after-virat-kohlis-test-captaincy-era-team-has-underperformed/articleshow/106487066.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/india-in-south-africa/india-vs-south-africa-2nd-test-rohit-sharma-faces-critical-decisions-as-team-india-aims-to-bounce-back-against-south-africa/articleshow/106480225.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/live-cricket-score-updates-of-ind-vs-sa-today-match/liveblog/106059832.cms,Sports
https://timesofindia.indiatimes.com/videos/sports/cricket/wisden-picks-2023-mens-odi-team-of-the-year-includes-7-indians-in-the-xi/videoshow/106493999.cms,Sports
https://timesofindia.indiatimes.com/videos/toi-original/rahul-gandhi-interacts-with-wrestler-bajrang-punia-at-virender-arya-akhara-in-jhajjar/videoshow/106312040.cms,Sports
https://timesofindia.indiatimes.com/videos/sports/top-tennis-videos/kei-nishikoris-magical-moments/videoshow/106483053.cms,Sports
https://timesofindia.indiatimes.com/videos/toi-original/newly-elected-wfi-body-suspended-brij-bhushan-sharan-singh-says-nothing-to-do-with-wrestling/videoshow/106250288.cms,Sports
https://timesofindia.indiatimes.com/videos/toi-original/controversy-and-suspensions-wrestling-federation-of-india-faces-turmoil-as-sports-ministry-acts/videoshow/106249205.cms,Sports
https://timesofindia.indiatimes.com/videos/toi-original/olympic-medallist-bajrang-punia-returns-padma-shri-to-protest-sanjay-singhs-election-as-wfi-president/videoshow/106217252.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/web-stories/from-broad-to-finch-cricket-stars-who-bid-adieu-in-2023/photostory/106500914.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/india-in-south-africa/2nd-test-indian-bowlers-face-tall-task-as-rohit-sharma-seeks-redemption/photostory/106481640.cms,Sports
https://timesofindia.indiatimes.com/sports/web-stories/the-rock-returns-to-wwe-top-10-matches-of-all-time/photostory/106494793.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/web-stories/australia-unchanged-for-david-warners-farewell-test-vs-pakistan/photostory/106465590.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/web-stories/rohit-sharma-and-virat-kohli-lead-indian-crickets-statistical-highs-in-2023/photostory/106434031.cms,Sports
https://timesofindia.indiatimes.com/sports/web-stories/top-10-nfl-backup-qb-rankings-in-2023/photostory/106459115.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/web-stories/david-warner-announces-odi-retirement/photostory/106441755.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/web-stories/cricket-records-broken-in-2023/photostory/106422076.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/web-stories/highest-wicket-takers-in-2023/photostory/106422692.cms,Sports
https://timesofindia.indiatimes.com/sports/web-stories/top-5-greatest-team-rivalries-in-nfl-history/photostory/106426106.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/web-stories/virat-kohlis-top-achievements-in-2023/photostory/106403047.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/web-stories/top-rising-stars-of-indian-cricket-in-2023/photostory/106396944.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/news/sri-lanka-name-different-captains-for-test-odi-and-t20-sides/articleshow/106521722.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/india-in-south-africa/2nd-test-india-reach-111/4-at-tea-after-dismissing-south-africa-for-55/articleshow/106520422.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/news/watch-david-warner-gets-guard-of-honour-from-pakistan-players-in-his-farewell-test-in-sydney/articleshow/106519311.cms,Sports
https://timesofindia.indiatimes.com/sports/cricket/india-in-south-africa/2nd-test-mohammed-sirajs-career-best-6/15-helps-india-bowl-south-africa-out-for-55-at-lunch-on-day-1/articleshow/106515095.cms,Sports
https://timesofindia.indiatimes.com/world/europe/nato-to-help-buy-1000-patriot-missiles-to-defend-allies-as-russia-ramps-up-air-assault-on-ukraine/articleshow/106521719.cms,World
https://timesofindia.indiatimes.com/world/middle-east/israel-ready-for-any-scenario-after-strike-kills-hamas-deputy-in-lebanon/articleshow/106518453.cms,World
https://timesofindia.indiatimes.com/world/pakistan/ex-pakistan-pm-imran-khan-charged-with-contempt-of-electoral-watchdog-lawyer/articleshow/106518566.cms,World
https://timesofindia.indiatimes.com/world/rest-of-world/controversial-ugandan-pastor-shot-in-murder-attempt/articleshow/106516111.cms,World
https://timesofindia.indiatimes.com/world/us/un-experts-sound-alarm-over-planned-first-us-execution-by-nitrogen-gas/articleshow/106515274.cms,World
https://timesofindia.indiatimes.com/world/rest-of-world/hong-kong-prosecutors-allege-democracy-publisher-jimmy-lai-urged-protests-sanctions-against-china/articleshow/106514008.cms,World
https://timesofindia.indiatimes.com/world/europe/poland-urges-long-range-missiles-for-ukraine-following-deadly-strikes/articleshow/106513553.cms,World
https://timesofindia.indiatimes.com/world/rest-of-world/fire-breaks-out-in-plane-on-runway-of-japans-tokyo-haneda-airport-report/articleshow/106482695.cms,World
https://timesofindia.indiatimes.com/world/rest-of-world/japan-earthquake-live-updates-strong-earthquake-prompts-tsunami-warning-for-japans-western-coast/liveblog/106443829.cms,World
https://timesofindia.indiatimes.com/world/us/us-military-launches-secretive-x-37b-robot-spaceplane-on-mysterious-high-orbit-mission/articleshow/106364408.cms,World
https://timesofindia.indiatimes.com/world/us/us-sinks-3-ships-kills-10-after-houthi-red-sea-attack/articleshow/106430170.cms,World
https://timesofindia.indiatimes.com/travel/travel-news/worlds-largest-iceberg-a23a-is-heading-toward-which-country/articleshow/106379598.cms,World
https://timesofindia.indiatimes.com/world/south-asia/nobel-winner-muhammad-yunus-convicted-in-bangladesh-labour-law-case/articleshow/106450729.cms,World
https://timesofindia.indiatimes.com/world/middle-east/in-respite-for-8-indians-qatar-reduces-verdict-in-dahra-global-case/articleshow/106349336.cms,World
https://timesofindia.indiatimes.com/videos/international/japan-earthquake-2024-japan-meteorological-agency-predicts-more-quakes-next-week/videoshow/106493657.cms,World
https://timesofindia.indiatimes.com/videos/toi-original/first-48-hours-of-2024-japan-witnessed-a-deadly-earthquake-of-7-6-magnitude-a-major-aviation-disaster/videoshow/106493682.cms,World
https://timesofindia.indiatimes.com/videos/toi-original/top-10-deadliest-earthquakes-since-2001/videoshow/106493596.cms,World
https://timesofindia.indiatimes.com/videos/international/japan-earthquake-latest-update-after-devastation-locals-struggle-for-daily-needs/videoshow/106491081.cms,World
https://timesofindia.indiatimes.com/videos/toi-original/japan-earthquake-rescue-teams-face-challenges-to-reach-isolated-areas/videoshow/106482052.cms,World
https://timesofindia.indiatimes.com/videos/toi-original/japan-airlines-plane-catches-fire-on-runway-after-colliding-with-coast-guard-aircraft-at-tokyos-haneda-airport/videoshow/106484761.cms,World
https://timesofindia.indiatimes.com/world/web-stories/israel-palestine-conflict-a-historical-retrospective/photostory/104283597.cms,World
https://timesofindia.indiatimes.com/world/web-stories/israel-and-gaza-the-hamas-factor-in-current-events/photostory/104280995.cms,World
https://timesofindia.indiatimes.com/world/web-stories/top-10-richest-americans-in-2023-by-forbes/photostory/104214761.cms,World
https://timesofindia.indiatimes.com/world/web-stories/nobel-peace-prize-2023-iranian-activist-narges-mohammadi-honored/photostory/104212937.cms,World
https://timesofindia.indiatimes.com/world/web-stories/jon-fosse-wins-2023-nobel-prize-in-literature/photostory/104188861.cms,World
https://timesofindia.indiatimes.com/world/web-stories/typhoon-koinu-brings-record-breaking-winds-to-taiwan/photostory/104185151.cms,World
https://timesofindia.indiatimes.com/world/web-stories/nobel-prize-in-chemistry-for-2023-key-takeaways/photostory/104160002.cms,World
https://timesofindia.indiatimes.com/world/web-stories/digital-passports-a-game-changer-for-global-travel/photostory/104156134.cms,World
https://timesofindia.indiatimes.com/world/web-stories/us-nationwide-emergency-alert-test-what-you-need-to-know/photostory/104150778.cms,World
https://timesofindia.indiatimes.com/world/web-stories/things-to-know-about-the-nobel-prize-2023/photostory/104147405.cms,World
https://timesofindia.indiatimes.com/world/web-stories/nobel-prize-in-physics-for-2023-key-takeaways/photostory/104134101.cms,World
https://timesofindia.indiatimes.com/world/web-stories/6-highlights-on-mexico-church-roof-collapse/photostory/104127406.cms,World
https://timesofindia.indiatimes.com/world/web-stories/the-worlds-top-10-strongest-currencies/photostory/104018685.cms,World
https://timesofindia.indiatimes.com/world/web-stories/highlights-the-second-gop-debate-of-the-2024-election/photostory/104010235.cms,World
https://timesofindia.indiatimes.com/world/web-stories/highlights-on-fire-at-iraq-wedding/photostory/103986258.cms,World
